id,date,duration,quantity,SFS,E,SAT,ENV,SENV,MT,CT,DIST,recipe_id,user_id,end_time,hour,meal_time,Breakfast,Lunch,Dinner,Snack
13,2023-11-08 14:40:00+00:00,15.0,2 piece,3.0,{},3.0,3.0,3.0,4.0,3.0,2.0,34821,8,2023-11-08 14:55:00+00:00,14.0,Lunch,0,1,0,0
14,2023-11-08 18:30:00+00:00,15.0,A plate,4.0,{},4.0,2.0,2.0,3.0,2.0,4.0,17424,8,2023-11-08 18:45:00+00:00,18.0,Dinner,0,0,1,0
15,2023-11-08 15:52:00+00:00,10.0,1,4.0,{},5.0,3.0,1.0,4.0,3.0,1.0,442891,1,2023-11-08 16:02:00+00:00,16.0,Dinner,0,0,1,0
16,2023-11-08 18:55:00+00:00,15.0,6 Pieces,2.0,{},5.0,2.0,1.0,4.0,3.0,1.0,360905,1,2023-11-08 19:10:00+00:00,19.0,Dinner,0,0,1,0
17,2023-11-08 19:00:00+00:00,4.0,12 table spoons,4.0,{},4.0,2.0,1.0,3.0,1.0,1.0,7065,6,2023-11-08 19:04:00+00:00,19.0,Dinner,0,0,1,0
18,2023-11-08 20:25:00+00:00,15.0,15 Pieces,5.0,{},5.0,2.0,2.0,3.0,1.0,1.0,4623,1,2023-11-08 20:40:00+00:00,20.0,Dinner,0,0,1,0
19,2023-11-08 19:00:00+00:00,15.0,600,5.0,{},5.0,2.0,2.0,3.0,1.0,1.0,412687,9,2023-11-08 19:15:00+00:00,19.0,Dinner,0,0,1,0
20,2023-11-08 12:00:00+00:00,5.0,200,5.0,{},2.0,3.0,1.0,2.0,3.0,4.0,304052,9,2023-11-08 12:05:00+00:00,12.0,Lunch,0,1,0,0
21,2023-11-08 08:00:00+00:00,5.0,100,3.0,{},2.0,2.0,1.0,1.0,3.0,0.0,131472,9,2023-11-08 08:05:00+00:00,8.0,Breakfast,1,0,0,0
22,2023-11-08 19:06:00+00:00,10.0,1 plate,4.0,{},4.0,2.0,2.0,3.0,1.0,1.0,40284,11,2023-11-08 19:16:00+00:00,19.0,Dinner,0,0,1,0
23,2023-11-08 10:09:00+00:00,10.0,3 slices,5.0,{},5.0,2.0,2.0,1.0,1.0,4.0,128594,11,2023-11-08 10:19:00+00:00,10.0,Breakfast,1,0,0,0
24,2023-11-08 19:28:00+00:00,0.0,1 plate,5.0,{},5.0,2.0,2.0,3.0,1.0,1.0,301377,12,2023-11-08 19:28:00+00:00,19.0,Dinner,0,0,1,0
25,2023-11-08 09:29:00+00:00,18.0,3 slices,5.0,{},5.0,2.0,2.0,1.0,1.0,4.0,39683,12,2023-11-08 09:47:00+00:00,9.0,Breakfast,1,0,0,0
26,2023-11-09 08:06:00+00:00,10.0,1,5.0,{},4.0,2.0,2.0,1.0,1.0,4.0,139420,1,2023-11-09 08:16:00+00:00,8.0,Breakfast,1,0,0,0
27,2023-11-09 11:35:00+00:00,15.0,10,3.0,{},5.0,3.0,4.0,2.0,1.0,4.0,4623,1,2023-11-09 11:50:00+00:00,11.0,Lunch,0,1,0,0
28,2023-11-09 11:50:00+00:00,5.0,1,3.0,{},5.0,3.0,4.0,2.0,3.0,4.0,166239,1,2023-11-09 11:55:00+00:00,11.0,Lunch,0,1,0,0
29,2023-11-09 18:00:00+00:00,20.0,3 Slices,5.0,{},3.0,2.0,1.0,3.0,1.0,1.0,351592,1,2023-11-09 18:20:00+00:00,18.0,Dinner,0,0,1,0
30,2023-11-09 13:50:00+00:00,15.0,500,5.0,{},4.0,1.0,4.0,2.0,3.0,4.0,46921,9,2023-11-09 14:05:00+00:00,14.0,Lunch,0,1,0,0
31,2023-11-09 19:59:00+00:00,10.0,300,5.0,{},3.0,2.0,1.0,3.0,1.0,1.0,87012,9,2023-11-09 20:09:00+00:00,20.0,Dinner,0,0,1,0
32,2023-11-09 08:00:00+00:00,3.0,100,3.0,{},4.0,2.0,1.0,1.0,3.0,0.0,337766,9,2023-11-09 08:03:00+00:00,8.0,Breakfast,1,0,0,0
33,2023-11-09 14:00:00+00:00,5.0,1 piece,2.0,{},3.0,4.0,3.0,4.0,3.0,5.0,258229,3,2023-11-09 14:05:00+00:00,14.0,Lunch,0,1,0,0
34,2023-11-09 20:06:00+00:00,20.0,A plate,4.0,{},4.0,1.0,4.0,3.0,3.0,4.0,181119,3,2023-11-09 20:26:00+00:00,20.0,Dinner,0,0,1,0
35,2023-11-09 07:00:00+00:00,7.0,2 piece,3.0,{},3.0,2.0,1.0,1.0,1.0,0.0,214485,3,2023-11-09 07:07:00+00:00,7.0,Breakfast,1,0,0,0
36,2023-11-09 20:10:00+00:00,0.0,,4.0,{},5.0,2.0,2.0,3.0,1.0,4.0,489692,5,2023-11-09 20:10:00+00:00,20.0,Dinner,0,0,1,0
37,2023-11-09 12:30:00+00:00,15.0,3 piece,3.0,{},4.0,5.0,3.0,4.0,1.0,4.0,222289,5,2023-11-09 12:45:00+00:00,12.0,Lunch,0,1,0,0
38,2023-11-09 09:00:00+00:00,10.0,100gr,3.0,{},2.0,2.0,1.0,1.0,1.0,0.0,180223,5,2023-11-09 09:10:00+00:00,9.0,Breakfast,1,0,0,0
39,2023-11-09 08:15:00+00:00,5.0,2 piece,3.0,{},4.0,2.0,1.0,1.0,1.0,0.0,383124,8,2023-11-09 08:20:00+00:00,8.0,Breakfast,1,0,0,0
40,2023-11-09 11:10:00+00:00,5.0,A plate,3.0,{},3.0,3.0,1.0,5.0,1.0,0.0,342922,8,2023-11-09 11:15:00+00:00,11.0,Lunch,0,1,0,0
41,2023-11-09 06:30:00+00:00,10.0,200 grams,4.0,{},5.0,1.0,3.0,3.0,0.0,4.0,498608,8,2023-11-09 06:40:00+00:00,6.0,Breakfast,1,0,0,0
42,2023-11-08 20:00:00+00:00,20.0,A plate,4.0,{},5.0,2.0,2.0,3.0,2.0,0.0,244079,14,2023-11-08 20:20:00+00:00,20.0,Dinner,0,0,1,0
43,2023-11-08 13:00:00+00:00,15.0,A plate,4.0,{},4.0,3.0,4.0,2.0,1.0,5.0,428697,14,2023-11-08 13:15:00+00:00,13.0,Lunch,0,1,0,0
44,2023-11-08 09:00:00+00:00,5.0,2 piece,3.0,{},3.0,2.0,1.0,1.0,1.0,0.0,474031,14,2023-11-08 09:05:00+00:00,9.0,Breakfast,1,0,0,0
45,2023-11-09 21:00:00+00:00,10.0,A plate,4.0,{},3.0,2.0,2.0,3.0,1.0,1.0,249741,14,2023-11-09 21:10:00+00:00,21.0,Snack,0,0,0,1
46,2023-11-09 08:10:00+00:00,10.0,2 piece,4.0,{},4.0,2.0,2.0,1.0,1.0,4.0,241570,14,2023-11-09 08:20:00+00:00,8.0,Breakfast,1,0,0,0
47,2023-11-09 15:30:00+00:00,6.0,2 piece,3.0,{},3.0,3.0,4.0,4.0,3.0,4.0,314549,14,2023-11-09 15:36:00+00:00,15.0,Dinner,0,0,1,0
48,2023-11-09 20:43:00+00:00,20.0,3,5.0,{},4.0,2.0,2.0,3.0,1.0,1.0,25244,1,2023-11-09 21:03:00+00:00,21.0,Snack,0,0,0,1
49,2023-11-10 08:15:00+00:00,5.0,1,3.0,{},4.0,2.0,2.0,1.0,1.0,4.0,251089,1,2023-11-10 08:20:00+00:00,8.0,Breakfast,1,0,0,0
50,2023-11-10 13:25:00+00:00,20.0,1 Plate,3.0,{},3.0,2.0,6.0,2.0,1.0,4.0,372363,1,2023-11-10 13:45:00+00:00,13.0,Lunch,0,1,0,0
51,2023-11-09 06:30:00+00:00,3.0,1 piece,3.0,{},3.0,2.0,1.0,1.0,1.0,0.0,351592,6,2023-11-09 06:33:00+00:00,6.0,Breakfast,1,0,0,0
52,2023-11-09 13:00:00+00:00,5.0,12 table spoons,4.0,{},5.0,3.0,3.0,2.0,1.0,4.0,7065,6,2023-11-09 13:05:00+00:00,13.0,Lunch,0,1,0,0
53,2023-11-09 20:00:00+00:00,3.0,2 pieces,4.0,{},4.0,2.0,1.0,3.0,1.0,0.0,477148,6,2023-11-09 20:03:00+00:00,20.0,Dinner,0,0,1,0
54,2023-11-10 13:00:00+00:00,5.0,10 table spoons,4.0,{},5.0,3.0,3.0,2.0,1.0,4.0,405236,6,2023-11-10 13:05:00+00:00,13.0,Lunch,0,1,0,0
55,2023-11-10 15:00:00+00:00,2.0,1 piece,3.0,{},3.0,2.0,1.0,4.0,1.0,1.0,351592,6,2023-11-10 15:02:00+00:00,15.0,Dinner,0,0,1,0
56,2023-11-10 20:00:00+00:00,5.0,1 piece,4.0,{},5.0,2.0,1.0,3.0,1.0,1.0,443975,6,2023-11-10 20:05:00+00:00,20.0,Dinner,0,0,1,0
57,2023-11-11 10:45:00+00:00,10.0,1,,{},,,,1.0,,,205530,17,2023-11-11 10:55:00+00:00,10.0,Breakfast,1,0,0,0
58,2023-11-10 11:00:00+00:00,15.0,A plate,3.0,{},5.0,1.0,1.0,1.0,0.0,2.0,96114,3,2023-11-10 11:15:00+00:00,11.0,Lunch,0,1,0,0
59,2023-11-10 19:00:00+00:00,7.0,A plate,4.0,{},4.0,2.0,1.0,3.0,1.0,1.0,428697,3,2023-11-10 19:07:00+00:00,19.0,Dinner,0,0,1,0
60,2023-11-10 14:15:00+00:00,5.0,2 piece,3.0,{},4.0,4.0,3.0,4.0,1.0,4.0,191494,3,2023-11-10 14:20:00+00:00,14.0,Lunch,0,1,0,0
61,2023-11-10 18:30:00+00:00,16.0,Two plates,4.0,{},5.0,2.0,2.0,3.0,1.0,4.0,72384,5,2023-11-10 18:46:00+00:00,18.0,Dinner,0,0,1,0
62,2023-11-10 10:00:00+00:00,15.0,4 piece,5.0,{},5.0,2.0,2.0,1.0,1.0,4.0,76561,5,2023-11-10 10:15:00+00:00,10.0,Breakfast,1,0,0,0
63,2023-11-10 15:30:00+00:00,100.0,2 piece,3.0,{},3.0,2.0,1.0,4.0,3.0,0.0,54340,5,2023-11-10 17:10:00+00:00,17.0,Dinner,0,0,1,0
64,2023-11-10 20:00:00+00:00,15.0,2 piece,4.0,{},4.0,1.0,3.0,3.0,0.0,4.0,46569,8,2023-11-10 20:15:00+00:00,20.0,Dinner,0,0,1,0
65,2023-11-10 08:00:00+00:00,8.0,3 piece,3.0,{},3.0,2.0,1.0,1.0,3.0,0.0,222289,8,2023-11-10 08:08:00+00:00,8.0,Breakfast,1,0,0,0
66,2023-11-10 13:02:00+00:00,7.0,A plate,4.0,{},5.0,3.0,3.0,2.0,2.0,4.0,191210,8,2023-11-10 13:09:00+00:00,13.0,Lunch,0,1,0,0
67,2023-11-10 14:08:00+00:00,5.0,2 piece,3.0,{},5.0,3.0,4.0,4.0,3.0,4.0,451140,14,2023-11-10 14:13:00+00:00,14.0,Lunch,0,1,0,0
68,2023-11-10 11:00:00+00:00,9.0,2 plate,5.0,{},5.0,2.0,2.0,1.0,1.0,0.0,296429,14,2023-11-10 11:09:00+00:00,11.0,Lunch,0,1,0,0
69,2023-11-10 20:10:00+00:00,6.0,A plate,4.0,{},4.0,2.0,2.0,3.0,1.0,0.0,311082,14,2023-11-10 20:16:00+00:00,20.0,Dinner,0,0,1,0
70,2023-11-10 20:30:00+00:00,15.0,500,5.0,{},4.0,2.0,1.0,3.0,1.0,1.0,331526,9,2023-11-10 20:45:00+00:00,20.0,Dinner,0,0,1,0
71,2023-11-10 13:30:00+00:00,15.0,400,4.0,{},3.0,3.0,3.0,2.0,1.0,4.0,7065,9,2023-11-10 13:45:00+00:00,13.0,Lunch,0,1,0,0
72,2023-11-11 10:32:00+00:00,5.0,200,4.0,{},4.0,2.0,1.0,1.0,1.0,1.0,438662,9,2023-11-11 10:37:00+00:00,10.0,Breakfast,1,0,0,0
73,2023-11-11 13:00:00+00:00,30.0,2 Plates,4.0,{},4.0,2.0,2.0,2.0,1.0,0.0,192308,18,2023-11-11 13:30:00+00:00,13.0,Lunch,0,1,0,0
74,2023-11-11 08:45:00+00:00,3.0,1 piece,4.0,{},4.0,2.0,1.0,1.0,1.0,0.0,351592,6,2023-11-11 08:48:00+00:00,8.0,Breakfast,1,0,0,0
75,2023-11-11 15:00:00+00:00,8.0,8 table spoons,5.0,{},5.0,2.0,1.0,2.0,1.0,1.0,466518,6,2023-11-11 15:08:00+00:00,15.0,Dinner,0,0,1,0
76,2023-11-11 19:00:00+00:00,5.0,1 piece,3.0,{},5.0,2.0,2.0,3.0,1.0,4.0,443975,6,2023-11-11 19:05:00+00:00,19.0,Dinner,0,0,1,0
77,2023-11-11 15:11:00+00:00,15.0,500,5.0,{},5.0,2.0,2.0,2.0,1.0,4.0,342301,9,2023-11-11 15:26:00+00:00,15.0,Dinner,0,0,1,0
78,2023-11-11 21:13:00+00:00,15.0,600,5.0,{},5.0,2.0,2.0,3.0,1.0,1.0,5195,9,2023-11-11 21:28:00+00:00,21.0,Snack,0,0,0,1
79,2023-11-11 21:29:00+00:00,5.0,2 plates,4.0,{},3.0,2.0,1.0,3.0,1.0,6.0,351592,18,2023-11-11 21:34:00+00:00,21.0,Snack,0,0,0,1
80,2023-11-11 22:38:00+00:00,6.0,Two plates,5.0,{},5.0,2.0,1.0,3.0,1.0,2.0,182048,3,2023-11-11 22:44:00+00:00,22.0,Snack,0,0,0,1
81,2023-11-11 14:00:00+00:00,15.0,,3.0,{},5.0,2.0,1.0,4.0,3.0,5.0,471905,3,2023-11-11 14:15:00+00:00,14.0,Lunch,0,1,0,0
82,2023-11-11 20:00:00+00:00,6.0,6 piece,5.0,{},3.0,2.0,1.0,4.0,3.0,0.0,451371,3,2023-11-11 20:06:00+00:00,20.0,Dinner,0,0,1,0
83,2023-11-11 10:00:00+00:00,6.0,2 piece,3.0,{},4.0,2.0,1.0,1.0,3.0,1.0,193763,3,2023-11-11 10:06:00+00:00,10.0,Breakfast,1,0,0,0
84,2023-11-11 18:00:00+00:00,8.0,2 piece,4.0,{},4.0,2.0,2.0,3.0,1.0,4.0,486676,5,2023-11-11 18:08:00+00:00,18.0,Dinner,0,0,1,0
85,2023-11-11 10:00:00+00:00,7.0,A plate,3.0,{},4.0,2.0,2.0,1.0,2.0,4.0,269920,5,2023-11-11 10:07:00+00:00,10.0,Breakfast,1,0,0,0
86,2023-11-11 15:00:00+00:00,6.0,A plate,3.0,{},3.0,2.0,1.0,4.0,3.0,0.0,176189,5,2023-11-11 15:06:00+00:00,15.0,Dinner,0,0,1,0
87,2023-11-11 16:00:00+00:00,10.0,100 grams,4.0,{},5.0,3.0,4.0,5.0,3.0,4.0,336146,8,2023-11-11 16:10:00+00:00,16.0,Dinner,0,0,1,0
88,2023-11-11 09:30:00+00:00,6.0,2 piece,4.0,{},4.0,2.0,1.0,1.0,1.0,0.0,494945,8,2023-11-11 09:36:00+00:00,9.0,Breakfast,1,0,0,0
89,2023-11-11 17:00:00+00:00,10.0,1 piece,4.0,{},5.0,3.0,3.0,3.0,1.0,4.0,498608,8,2023-11-11 17:10:00+00:00,17.0,Dinner,0,0,1,0
90,2023-11-11 20:00:00+00:00,10.0,4 piece,4.0,{},5.0,2.0,2.0,3.0,1.0,4.0,155225,14,2023-11-11 20:10:00+00:00,20.0,Dinner,0,0,1,0
91,2023-11-11 15:00:00+00:00,6.0,A plate,3.0,{},3.0,2.0,1.0,4.0,3.0,3.0,164297,14,2023-11-11 15:06:00+00:00,15.0,Dinner,0,0,1,0
92,2023-11-11 10:30:00+00:00,7.0,A plate,5.0,{},5.0,2.0,2.0,1.0,1.0,4.0,47013,14,2023-11-11 10:37:00+00:00,10.0,Breakfast,1,0,0,0
93,2023-11-08 09:30:00+00:00,20.0,2 sandwich,5.0,{},5.0,2.0,1.0,1.0,1.0,1.0,377217,23,2023-11-08 09:50:00+00:00,9.0,Breakfast,1,0,0,0
94,2023-11-08 14:50:00+00:00,12.0,120gr,4.0,{},3.0,4.0,1.0,2.0,3.0,7.0,331762,23,2023-11-08 15:02:00+00:00,15.0,Dinner,0,0,1,0
95,2023-11-08 20:10:00+00:00,20.0,1 pizza,5.0,{},,2.0,1.0,3.0,2.0,1.0,5195,23,2023-11-08 20:30:00+00:00,20.0,Dinner,0,0,1,0
96,2023-11-09 09:50:00+00:00,20.0,2 sandwich,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,203040,23,2023-11-09 10:10:00+00:00,10.0,Breakfast,1,0,0,0
97,2023-11-09 14:27:00+00:00,15.0,3 Bretzel,3.0,{},4.0,4.0,1.0,2.0,3.0,0.0,139420,23,2023-11-09 14:42:00+00:00,14.0,Lunch,0,1,0,0
98,2023-11-09 20:30:00+00:00,17.0,50gr,5.0,{},5.0,2.0,1.0,3.0,1.0,1.0,331526,23,2023-11-09 20:47:00+00:00,20.0,Dinner,0,0,1,0
99,2023-11-10 09:25:00+00:00,18.0,2 sandwich,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,377217,23,2023-11-10 09:43:00+00:00,9.0,Breakfast,1,0,0,0
100,2023-11-10 23:36:00+00:00,15.0,70gr,3.0,{},5.0,4.0,1.0,4.0,3.0,5.0,228943,23,2023-11-10 23:51:00+00:00,23.0,Snack,0,0,0,1
101,2023-11-10 21:32:00+00:00,21.0,80gr,5.0,{},5.0,2.0,1.0,3.0,1.0,1.0,72384,23,2023-11-10 21:53:00+00:00,21.0,Snack,0,0,0,1
102,2023-11-11 09:38:00+00:00,20.0,2 sandwich,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,377217,23,2023-11-11 09:58:00+00:00,9.0,Breakfast,1,0,0,0
103,2023-11-11 19:50:00+00:00,24.0,100gr,4.0,{},4.0,2.0,1.0,3.0,1.0,1.0,187493,23,2023-11-11 20:14:00+00:00,20.0,Dinner,0,0,1,0
104,2023-11-12 09:35:00+00:00,19.0,2 sandwich,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,377217,23,2023-11-12 09:54:00+00:00,9.0,Breakfast,1,0,0,0
105,2023-11-12 20:41:00+00:00,23.0,120gr,5.0,{},3.0,2.0,1.0,3.0,1.0,1.0,17424,23,2023-11-12 21:04:00+00:00,21.0,Snack,0,0,0,1
106,2023-11-11 09:30:00+00:00,30.0,2,4.0,{},4.0,1.0,2.0,1.0,3.0,4.0,489670,1,2023-11-11 10:00:00+00:00,10.0,Breakfast,1,0,0,0
107,2023-11-11 13:45:00+00:00,10.0,1,3.0,{},4.0,2.0,2.0,2.0,1.0,4.0,251089,1,2023-11-11 13:55:00+00:00,13.0,Lunch,0,1,0,0
108,2023-11-11 19:45:00+00:00,30.0,1,5.0,{},5.0,1.0,2.0,3.0,3.0,4.0,380572,1,2023-11-11 20:15:00+00:00,20.0,Dinner,0,0,1,0
109,2023-11-10 19:15:00+00:00,20.0,1,5.0,{},5.0,1.0,2.0,3.0,3.0,4.0,386121,1,2023-11-10 19:35:00+00:00,19.0,Dinner,0,0,1,0
110,2023-11-11 20:00:00+00:00,5.0,1,5.0,{},5.0,1.0,2.0,3.0,3.0,4.0,184293,1,2023-11-11 20:05:00+00:00,20.0,Dinner,0,0,1,0
111,2023-11-12 12:00:00+00:00,30.0,1 plate,4.0,{},3.0,2.0,2.0,2.0,1.0,0.0,497213,18,2023-11-12 12:30:00+00:00,12.0,Lunch,0,1,0,0
112,2023-11-12 09:00:00+00:00,5.0,8 table spoons,5.0,{},4.0,2.0,1.0,1.0,3.0,1.0,195918,6,2023-11-12 09:05:00+00:00,9.0,Breakfast,1,0,0,0
113,2023-11-12 13:10:00+00:00,7.0,8 table spoons,5.0,{},4.0,2.0,1.0,2.0,1.0,1.0,412687,6,2023-11-12 13:17:00+00:00,13.0,Lunch,0,1,0,0
114,2023-11-12 13:45:00+00:00,20.0,2 Wraps,5.0,{},5.0,2.0,3.0,2.0,1.0,1.0,495457,25,2023-11-12 14:05:00+00:00,14.0,Lunch,0,1,0,0
115,2023-11-12 19:00:00+00:00,10.0,1 wrap,5.0,{},5.0,2.0,3.0,3.0,1.0,1.0,495457,25,2023-11-12 19:10:00+00:00,19.0,Dinner,0,0,1,0
116,2023-11-12 09:30:00+00:00,10.0,1,4.0,{},4.0,5.0,3.0,1.0,4.0,4.0,252300,1,2023-11-12 09:40:00+00:00,9.0,Breakfast,1,0,0,0
117,2023-11-12 14:30:00+00:00,30.0,1,4.0,{},4.0,1.0,3.0,2.0,3.0,4.0,47703,1,2023-11-12 15:00:00+00:00,15.0,Dinner,0,0,1,0
118,2023-11-12 18:30:00+00:00,15.0,1,3.0,{},5.0,1.0,1.0,3.0,3.0,0.0,300623,1,2023-11-12 18:45:00+00:00,18.0,Dinner,0,0,1,0
119,2023-11-12 20:34:00+00:00,8.0,8 table spoons,5.0,{},5.0,2.0,2.0,3.0,1.0,4.0,466518,6,2023-11-12 20:42:00+00:00,20.0,Dinner,0,0,1,0
120,2023-11-12 13:35:00+00:00,15.0,600,5.0,{},5.0,2.0,2.0,2.0,1.0,0.0,412687,9,2023-11-12 13:50:00+00:00,13.0,Lunch,0,1,0,0
121,2023-11-12 09:37:00+00:00,3.0,200,4.0,{},3.0,2.0,1.0,1.0,3.0,1.0,99381,9,2023-11-12 09:40:00+00:00,9.0,Breakfast,1,0,0,0
122,2023-11-12 21:40:00+00:00,10.0,300,4.0,{},5.0,2.0,2.0,3.0,1.0,0.0,196670,9,2023-11-12 21:50:00+00:00,21.0,Snack,0,0,0,1
123,2023-11-11 14:00:00+00:00,6.0,2 pieces,4.0,{},4.0,2.0,1.0,4.0,3.0,1.0,188825,11,2023-11-11 14:06:00+00:00,14.0,Lunch,0,1,0,0
124,2023-11-13 10:00:00+00:00,10.0,8 table spoons,5.0,{},5.0,2.0,1.0,1.0,2.0,5.0,166475,6,2023-11-13 10:10:00+00:00,10.0,Breakfast,1,0,0,0
125,2023-11-13 16:00:00+00:00,30.0,1 plate,4.0,{},3.0,2.0,2.0,2.0,1.0,4.0,331526,18,2023-11-13 16:30:00+00:00,16.0,Dinner,0,0,1,0
126,2023-11-13 12:15:00+00:00,15.0,2 pieces,4.0,{},2.0,3.0,4.0,1.0,1.0,4.0,477148,18,2023-11-13 12:30:00+00:00,12.0,Lunch,0,1,0,0
127,2023-11-13 14:00:00+00:00,15.0,300g,5.0,{},5.0,2.0,3.0,2.0,1.0,1.0,100414,25,2023-11-13 14:15:00+00:00,14.0,Lunch,0,1,0,0
128,2023-11-13 18:00:00+00:00,10.0,250g,4.0,{},5.0,2.0,3.0,3.0,1.0,1.0,167896,25,2023-11-13 18:10:00+00:00,18.0,Dinner,0,0,1,0
129,2023-11-13 15:10:00+00:00,10.0,300g,4.0,{},5.0,2.0,1.0,2.0,1.0,6.0,187493,16,2023-11-13 15:20:00+00:00,15.0,Dinner,0,0,1,0
130,2023-11-13 19:30:00+00:00,15.0,2 sandwiches,3.0,{},4.0,2.0,2.0,3.0,1.0,1.0,477148,16,2023-11-13 19:45:00+00:00,19.0,Dinner,0,0,1,0
131,2023-11-12 19:58:00+00:00,18.0,4 piece,5.0,{},5.0,1.0,3.0,3.0,0.0,4.0,126602,3,2023-11-12 20:16:00+00:00,20.0,Dinner,0,0,1,0
132,2023-11-12 11:00:00+00:00,10.0,3 piece,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,251684,3,2023-11-12 11:10:00+00:00,11.0,Lunch,0,1,0,0
133,2023-11-12 15:00:00+00:00,10.0,A plate,4.0,{},4.0,2.0,1.0,2.0,1.0,3.0,397031,3,2023-11-12 15:10:00+00:00,15.0,Dinner,0,0,1,0
134,2023-11-12 20:00:00+00:00,12.0,3 piece,4.0,{},5.0,2.0,2.0,3.0,1.0,4.0,5195,5,2023-11-12 20:12:00+00:00,20.0,Dinner,0,0,1,0
135,2023-11-12 10:00:00+00:00,6.0,2 piece,3.0,{},4.0,2.0,1.0,1.0,1.0,1.0,219495,5,2023-11-12 10:06:00+00:00,10.0,Breakfast,1,0,0,0
136,2023-11-12 16:00:00+00:00,5.0,1 piece,3.0,{},4.0,2.0,3.0,4.0,1.0,4.0,46113,5,2023-11-12 16:05:00+00:00,16.0,Dinner,0,0,1,0
137,2023-11-12 13:00:00+00:00,8.0,A plate,5.0,{},5.0,3.0,4.0,2.0,3.0,4.0,294522,8,2023-11-12 13:08:00+00:00,13.0,Lunch,0,1,0,0
138,2023-11-12 20:00:00+00:00,15.0,3 piece,5.0,{},5.0,2.0,2.0,3.0,1.0,4.0,5195,8,2023-11-12 20:15:00+00:00,20.0,Dinner,0,0,1,0
139,2023-11-12 16:00:00+00:00,7.0,1 cups,3.0,{},4.0,3.0,3.0,5.0,1.0,0.0,203069,8,2023-11-12 16:07:00+00:00,16.0,Dinner,0,0,1,0
140,2023-11-12 12:30:00+00:00,6.0,2 piece,4.0,{},5.0,3.0,1.0,1.0,3.0,5.0,131472,14,2023-11-12 12:36:00+00:00,12.0,Lunch,0,1,0,0
141,2023-11-12 19:00:00+00:00,8.0,A plate,3.0,{},4.0,2.0,2.0,3.0,3.0,0.0,477331,14,2023-11-12 19:08:00+00:00,19.0,Dinner,0,0,1,0
142,2023-11-12 16:00:00+00:00,5.0,1 piece,3.0,{},5.0,2.0,1.0,4.0,3.0,2.0,437370,14,2023-11-12 16:05:00+00:00,16.0,Dinner,0,0,1,0
143,2023-11-13 15:00:00+00:00,7.0,8 table spoons,5.0,{},4.0,2.0,1.0,2.0,1.0,1.0,412687,6,2023-11-13 15:07:00+00:00,15.0,Dinner,0,0,1,0
